<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
@Si;1;20251201;194000;77845;77853;77845;77850;111;0
@Si;1;20251201;194100;77851;77855;77842;77851;214;0
@Si;1;20251201;194200;77854;77862;77850;77862;142;0
@Si;1;20251201;194300;77861;77861;77850;77852;106;0
@Si;1;20251201;194400;77852;77852;77846;77850;8;0
@Si;1;20251201;194500;77846;77859;77846;77852;39;0
@Si;1;20251201;194600;77853;77858;77850;77858;37;0
@Si;1;20251201;194700;77858;77858;77857;77857;10;0
@Si;1;20251201;194800;77858;77879;77858;77873;163;0
@Si;1;20251201;194900;77874;77874;77869;77872;25;0
@Si;1;20251201;195000;77868;77874;77868;77874;28;0
@Si;1;20251201;195100;77871;77874;77871;77873;13;0
@Si;1;20251201;195200;77872;77872;77870;77870;26;0
@Si;1;20251201;195300;77870;77870;77868;77868;62;0
@Si;1;20251201;195400;77871;77871;77868;77870;6;0
@Si;1;20251201;195500;77870;77871;77868;77870;152;0
@Si;1;20251201;195600;77871;77871;77870;77871;48;0
@Si;1;20251201;195700;77871;77871;77869;77869;4;0
@Si;1;20251201;195800;77871;77871;77868;77869;50;0
@Si;1;20251201;195900;77869;77889;77869;77885;164;0
@Si;1;20251201;200000;77879;77891;77879;77881;100;0
@Si;1;20251201;200100;77883;77887;77883;77886;24;0
@Si;1;20251201;200200;77886;77886;77886;77886;32;0
@Si;1;20251201;200300;77884;77900;77884;77898;305;0
@Si;1;20251201;200400;77898;77900;77897;77900;45;0
@Si;1;20251201;200500;77900;77939;77900;77928;1062;0
@Si;1;20251201;200600;77923;77936;77923;77926;53;0
@Si;1;20251201;200700;77926;77929;77925;77928;18;0
@Si;1;20251201;200800;77928;77933;77915;77917;144;0
@Si;1;20251201;200900;77917;77926;77913;77921;72;0
@Si;1;20251201;201000;77923;77936;77922;77936;161;0
@Si;1;20251201;201100;77936;77936;77935;77935;9;0
@Si;1;20251201;201200;77935;77935;77926;77927;120;0
@Si;1;20251201;201300;77926;77927;77922;77927;31;0
@Si;1;20251201;201400;77927;77927;77925;77926;12;0
@Si;1;20251201;201500;77925;77927;77912;77916;225;0
@Si;1;20251201;201600;77920;77924;77907;77907;284;0
@Si;1;20251201;201700;77914;77924;77905;77921;110;0
@Si;1;20251201;201800;77924;77934;77924;77932;165;0
@Si;1;20251201;201900;77932;77935;77922;77928;51;0
@Si;1;20251201;202000;77927;77934;77927;77930;7;0
@Si;1;20251201;202100;77930;77930;77926;77926;27;0
@Si;1;20251201;202200;77926;77930;77925;77930;94;0
@Si;1;20251201;202300;77929;77930;77923;77930;48;0
@Si;1;20251201;202400;77930;77937;77929;77935;102;0
@Si;1;20251201;202500;77935;77938;77927;77927;42;0
@Si;1;20251201;202600;77928;77929;77928;77929;5;0
@Si;1;20251201;202700;77930;77936;77930;77931;14;0
@Si;1;20251201;202800;77930;77930;77915;77924;125;0
@Si;1;20251201;202900;77928;77930;77925;77925;24;0
@Si;1;20251201;203000;77925;77925;77914;77914;122;0
@Si;1;20251201;203100;77914;77926;77914;77925;130;0
@Si;1;20251201;203200;77925;77930;77925;77926;204;0
@Si;1;20251201;203300;77926;77928;77925;77928;46;0
@Si;1;20251201;203400;77929;77930;77923;77927;57;0
@Si;1;20251201;203600;77929;77930;77918;77919;81;0
@Si;1;20251201;203700;77919;77927;77919;77923;8;0
@Si;1;20251201;203800;77920;77920;77920;77920;7;0
@Si;1;20251201;203900;77918;77922;77917;77917;18;0
@Si;1;20251201;204000;77919;77922;77919;77922;13;0
@Si;1;20251201;204100;77922;77922;77922;77922;2;0
@Si;1;20251201;204200;77922;77922;77914;77914;39;0
@Si;1;20251201;204300;77914;77914;77910;77912;40;0
@Si;1;20251201;204400;77910;77910;77908;77909;18;0
@Si;1;20251201;204500;77908;77908;77901;77901;366;0
@Si;1;20251201;204600;77902;77907;77902;77903;3;0
@Si;1;20251201;204700;77902;77904;77901;77901;8;0
@Si;1;20251201;204800;77903;77909;77903;77909;8;0
@Si;1;20251201;204900;77904;77915;77903;77915;89;0
@Si;1;20251201;205100;77917;77924;77917;77924;70;0
@Si;1;20251201;205200;77924;77937;77924;77935;86;0
@Si;1;20251201;205300;77935;77940;77932;77934;200;0
@Si;1;20251201;205400;77935;77944;77935;77944;35;0
@Si;1;20251201;205500;77944;77947;77932;77936;159;0
@Si;1;20251201;205600;77934;77934;77934;77934;3;0
@Si;1;20251201;205700;77935;77935;77935;77935;11;0
@Si;1;20251201;205800;77931;77934;77928;77928;20;0
@Si;1;20251201;205900;77927;77927;77926;77926;11;0
@Si;1;20251201;210000;77927;77946;77927;77942;266;0
@Si;1;20251201;210100;77935;77935;77932;77934;6;0
@Si;1;20251201;210200;77933;77940;77932;77940;34;0
@Si;1;20251201;210300;77934;77940;77932;77932;18;0
@Si;1;20251201;210400;77932;77932;77930;77930;24;0
@Si;1;20251201;210500;77931;77931;77921;77921;116;0
@Si;1;20251201;210600;77921;77923;77920;77923;51;0
@Si;1;20251201;210700;77929;77930;77928;77928;7;0
@Si;1;20251201;210800;77929;77932;77928;77932;11;0
@Si;1;20251201;210900;77928;77928;77923;77923;10;0
@Si;1;20251201;211000;77924;77926;77924;77926;7;0
@Si;1;20251201;211100;77926;77926;77924;77924;12;0
@Si;1;20251201;211200;77924;77924;77924;77924;1;0
@Si;1;20251201;211300;77924;77924;77915;77915;76;0
@Si;1;20251201;211400;77914;77914;77860;77867;998;0
@Si;1;20251201;211500;77865;77865;77791;77791;936;0
@Si;1;20251201;211600;77791;77792;77782;77787;170;0
@Si;1;20251201;211700;77787;77802;77782;77800;296;0
@Si;1;20251201;211800;77800;77802;77782;77782;167;0
@Si;1;20251201;211900;77782;77789;77781;77787;107;0
@Si;1;20251201;212000;77788;77789;77711;77712;1751;0
@Si;1;20251201;212100;77713;77715;77701;77701;2109;0
@Si;1;20251201;212200;77701;77723;77701;77719;426;0
@Si;1;20251201;212300;77719;77779;77718;77749;627;0
@Si;1;20251201;212400;77748;77748;77716;77717;299;0
@Si;1;20251201;212500;77717;77718;77683;77683;1116;0
@Si;1;20251201;212600;77683;77686;77607;77625;2553;0
@Si;1;20251201;212700;77625;77625;77600;77621;1189;0
@Si;1;20251201;212800;77623;77627;77600;77601;941;0
@Si;1;20251201;212900;77601;77611;77592;77605;890;0
@Si;1;20251201;213000;77602;77613;77585;77602;1582;0
@Si;1;20251201;213100;77602;77609;77601;77609;314;0
@Si;1;20251201;213200;77609;77658;77608;77648;2510;0
@Si;1;20251201;213300;77654;77684;77654;77684;391;0
@Si;1;20251201;213400;77685;77686;77670;77676;125;0
@Si;1;20251201;213500;77675;77680;77673;77677;118;0
@Si;1;20251201;213600;77679;77695;77676;77695;2544;0
@Si;1;20251201;213700;77694;77695;77690;77690;156;0
@Si;1;20251201;213800;77688;77689;77592;77596;1219;0
@Si;1;20251201;213900;77597;77624;77597;77624;193;0
@Si;1;20251201;214000;77624;77624;77606;77606;176;0
@Si;1;20251201;214100;77607;77621;77599;77601;309;0
@Si;1;20251201;214200;77600;77607;77592;77606;189;0
@Si;1;20251201;214300;77606;77609;77606;77608;88;0
@Si;1;20251201;214400;77609;77623;77608;77619;218;0
@Si;1;20251201;214500;77621;77625;77594;77595;342;0
@Si;1;20251201;214600;77596;77604;77556;77565;1253;0
@Si;1;20251201;214700;77564;77572;77530;77531;877;0
@Si;1;20251201;214800;77534;77560;77532;77558;311;0
@Si;1;20251201;214900;77560;77598;77559;77598;378;0
@Si;1;20251201;215000;77597;77598;77556;77559;269;0
@Si;1;20251201;215100;77559;77584;77559;77584;156;0
@Si;1;20251201;215200;77584;77586;77564;77567;295;0
@Si;1;20251201;215300;77572;77619;77570;77616;882;0
@Si;1;20251201;215400;77615;77636;77613;77627;325;0
@Si;1;20251201;215500;77620;77620;77605;77605;69;0
@Si;1;20251201;215600;77606;77611;77576;77576;170;0
@Si;1;20251201;215700;77576;77588;77570;77583;229;0
@Si;1;20251201;215800;77583;77608;77583;77608;132;0
@Si;1;20251201;215900;77607;77610;77592;77603;181;0
@Si;1;20251201;220000;77594;77596;77561;77570;343;0
@Si;1;20251201;220100;77570;77576;77555;77573;142;0
@Si;1;20251201;220200;77573;77603;77573;77603;167;0
@Si;1;20251201;220300;77603;77614;77603;77611;84;0
@Si;1;20251201;220400;77613;77624;77604;77609;323;0
@Si;1;20251201;220500;77618;77619;77610;77610;41;0
@Si;1;20251201;220600;77616;77636;77614;77636;139;0
@Si;1;20251201;220700;77630;77640;77629;77640;125;0
@Si;1;20251201;220800;77639;77648;77639;77647;116;0
@Si;1;20251201;220900;77641;77648;77639;77647;93;0
@Si;1;20251201;221000;77641;77651;77629;77629;265;0
@Si;1;20251201;221100;77633;77641;77626;77630;52;0
@Si;1;20251201;221200;77641;77643;77640;77642;36;0
@Si;1;20251201;221300;77642;77642;77626;77626;35;0
@Si;1;20251201;221400;77632;77633;77632;77632;7;0
@Si;1;20251201;221500;77633;77642;77625;77625;245;0
@Si;1;20251201;221600;77625;77647;77625;77638;177;0
@Si;1;20251201;221700;77638;77638;77631;77632;10;0
@Si;1;20251201;221800;77631;77631;77631;77631;2;0
@Si;1;20251201;221900;77632;77632;77629;77629;16;0
@Si;1;20251201;222000;77628;77635;77606;77606;557;0
@Si;1;20251201;222100;77607;77620;77607;77611;164;0
@Si;1;20251201;222200;77612;77620;77608;77612;263;0
@Si;1;20251201;222300;77617;77617;77612;77612;14;0
@Si;1;20251201;222400;77612;77614;77609;77610;90;0
@Si;1;20251201;222500;77609;77614;77605;77612;147;0
@Si;1;20251201;222600;77614;77618;77613;77617;32;0
@Si;1;20251201;222700;77617;77617;77612;77612;60;0
@Si;1;20251201;222800;77616;77618;77615;77615;41;0
@Si;1;20251201;222900;77614;77614;77614;77614;12;0
@Si;1;20251201;223000;77613;77614;77612;77613;44;0
@Si;1;20251201;223100;77614;77614;77612;77612;196;0
@Si;1;20251201;223200;77611;77612;77611;77612;114;0
@Si;1;20251201;223300;77614;77618;77612;77613;27;0
@Si;1;20251201;223400;77612;77615;77612;77615;10;0
@Si;1;20251201;223500;77615;77620;77612;77613;46;0
@Si;1;20251201;223600;77618;77618;77613;77615;4;0
@Si;1;20251201;223700;77613;77615;77612;77613;22;0
@Si;1;20251201;223800;77612;77615;77611;77615;63;0
@Si;1;20251201;223900;77614;77614;77612;77612;14;0
@Si;1;20251201;224000;77614;77618;77614;77618;14;0
@Si;1;20251201;224100;77619;77620;77619;77620;68;0
@Si;1;20251201;224200;77619;77620;77619;77620;1591;0
@Si;1;20251201;224300;77620;77638;77620;77638;228;0
@Si;1;20251201;224400;77639;77664;77639;77664;195;0
@Si;1;20251201;224500;77666;77679;77664;77677;88;0
@Si;1;20251201;224600;77678;77678;77677;77677;39;0
@Si;1;20251201;224700;77677;77677;77652;77652;308;0
@Si;1;20251201;224800;77659;77663;77651;77663;23;0
@Si;1;20251201;224900;77663;77669;77663;77669;23;0
@Si;1;20251201;225000;77672;77685;77672;77683;145;0
@Si;1;20251201;225100;77682;77738;77682;77735;1157;0
@Si;1;20251201;225200;77736;77739;77722;77726;234;0
@Si;1;20251201;225300;77725;77728;77709;77710;82;0
@Si;1;20251201;225400;77708;77711;77704;77705;8;0
@Si;1;20251201;225500;77710;77712;77710;77711;12;0
@Si;1;20251201;225600;77718;77732;77700;77700;192;0
@Si;1;20251201;225700;77700;77700;77679;77680;46;0
@Si;1;20251201;225800;77678;77678;77677;77677;7;0
@Si;1;20251201;225900;77677;77695;77677;77695;71;0
@Si;1;20251201;230000;77694;77706;77687;77705;158;0
@Si;1;20251201;230100;77705;77740;77705;77739;124;0
@Si;1;20251201;230200;77737;77749;77735;77748;237;0
@Si;1;20251201;230300;77740;77746;77713;77718;150;0
@Si;1;20251201;230400;77714;77718;77708;77712;48;0
@Si;1;20251201;230500;77713;77713;77701;77701;82;0
@Si;1;20251201;230600;77702;77704;77697;77697;64;0
@Si;1;20251201;230700;77698;77709;77698;77709;39;0
@Si;1;20251201;230800;77708;77713;77708;77708;23;0
@Si;1;20251201;230900;77707;77707;77706;77706;14;0
@Si;1;20251201;231000;77708;77708;77708;77708;3;0
@Si;1;20251201;231100;77711;77722;77711;77722;41;0
@Si;1;20251201;231200;77720;77742;77719;77734;111;0
@Si;1;20251201;231300;77735;77742;77734;77742;56;0
@Si;1;20251201;231400;77743;77749;77743;77748;65;0
@Si;1;20251201;231500;77749;77777;77749;77775;441;0
@Si;1;20251201;231600;77775;77782;77763;77763;298;0
@Si;1;20251201;231700;77762;77762;77751;77751;36;0
@Si;1;20251201;231800;77751;77753;77747;77753;86;0
@Si;1;20251201;231900;77746;77749;77746;77749;5;0
@Si;1;20251201;232000;77747;77747;77740;77742;21;0
@Si;1;20251201;232100;77744;77758;77744;77756;112;0
@Si;1;20251201;232200;77750;77750;77739;77739;117;0
@Si;1;20251201;232300;77754;77754;77751;77754;28;0
@Si;1;20251201;232400;77755;77766;77749;77757;174;0
@Si;1;20251201;232500;77757;77757;77753;77753;42;0
@Si;1;20251201;232600;77754;77754;77747;77752;33;0
@Si;1;20251201;232700;77753;77767;77753;77767;594;0
@Si;1;20251201;232800;77767;77779;77767;77778;41;0
@Si;1;20251201;232900;77778;77784;77778;77782;202;0
@Si;1;20251201;233000;77783;77785;77774;77785;316;0
@Si;1;20251201;233100;77786;77790;77785;77787;36;0
@Si;1;20251201;233200;77790;77797;77788;77793;132;0
@Si;1;20251201;233300;77792;77800;77789;77798;461;0
@Si;1;20251201;233400;77798;77798;77783;77783;135;0
@Si;1;20251201;233500;77783;77789;77783;77789;61;0
@Si;1;20251201;233600;77787;77787;77784;77785;12;0
@Si;1;20251201;233700;77784;77796;77783;77791;96;0
@Si;1;20251201;233800;77793;77793;77787;77787;8;0
@Si;1;20251201;233900;77790;77790;77753;77753;284;0
@Si;1;20251201;234000;77753;77753;77689;77728;451;0
@Si;1;20251201;234100;77732;77736;77732;77736;10;0
@Si;1;20251201;234200;77736;77747;77733;77737;86;0
@Si;1;20251201;234300;77744;77755;77744;77748;60;0
@Si;1;20251201;234400;77749;77755;77723;77744;443;0
@Si;1;20251201;234500;77745;77751;77708;77728;220;0
@Si;1;20251201;234600;77728;77734;77718;77725;247;0
@Si;1;20251201;234700;77724;77737;77723;77728;69;0
@Si;1;20251201;234800;77737;77752;77728;77752;110;0
@Si;1;20251201;234900;77743;77758;77740;77744;89;0
@Si;1;20251202;085900;77740;77740;77740;77740;1;0
@Si;1;20251202;090000;77732;77800;77622;77659;1803;0
@Si;1;20251202;090100;77652;77687;77612;77614;576;0
@Si;1;20251202;090200;77613;77650;77546;77642;2375;0
@Si;1;20251202;090300;77642;77677;77628;77677;405;0
@Si;1;20251202;090400;77677;77680;77632;77640;344;0
@Si;1;20251202;090500;77632;77638;77600;77636;775;0
@Si;1;20251202;090600;77636;77647;77607;77617;705;0
@Si;1;20251202;090700;77622;77677;77622;77664;212;0
@Si;1;20251202;090800;77678;77694;77670;77671;442;0
@Si;1;20251202;090900;77669;77698;77665;77693;319;0
@Si;1;20251202;091000;77693;77704;77687;77701;330;0
@Si;1;20251202;091100;77693;77697;77691;77694;74;0
@Si;1;20251202;091200;77693;77694;77663;77666;240;0
@Si;1;20251202;091300;77670;77674;77665;77665;56;0
@Si;1;20251202;091400;77665;77689;77650;77688;311;0
@Si;1;20251202;091500;77680;77695;77662;77695;173;0
@Si;1;20251202;091600;77693;77695;77656;77686;641;0
@Si;1;20251202;091700;77688;77694;77677;77677;156;0
@Si;1;20251202;091800;77674;77693;77674;77693;319;0
@Si;1;20251202;091900;77696;77742;77696;77738;364;0
@Si;1;20251202;092000;77734;77734;77676;77676;802;0
@Si;1;20251202;092100;77675;77682;77654;77675;294;0
@Si;1;20251202;092200;77686;77692;77657;77684;398;0
@Si;1;20251202;092300;77682;77690;77664;77683;252;0
@Si;1;20251202;092400;77690;77698;77689;77698;96;0
@Si;1;20251202;092500;77698;77701;77683;77690;592;0
@Si;1;20251202;092600;77684;77684;77673;77679;144;0
@Si;1;20251202;092700;77678;77685;77670;77684;206;0
@Si;1;20251202;092800;77684;77684;77678;77682;64;0
@Si;1;20251202;092900;77678;77682;77675;77682;64;0
@Si;1;20251202;093000;77676;77676;77650;77650;487;0
@Si;1;20251202;093100;77655;77657;77645;77649;127;0
@Si;1;20251202;093200;77648;77648;77645;77647;121;0
@Si;1;20251202;093300;77646;77655;77640;77655;324;0
@Si;1;20251202;093400;77655;77660;77655;77660;38;0
@Si;1;20251202;093500;77659;77659;77636;77643;236;0
@Si;1;20251202;093600;77642;77649;77642;77647;180;0
@Si;1;20251202;093700;77647;77647;77640;77640;52;0
@Si;1;20251202;093800;77641;77645;77641;77645;37;0
@Si;1;20251202;093900;77644;77655;77635;77649;367;0
@Si;1;20251202;094000;77649;77649;77630;77637;366;0
@Si;1;20251202;094100;77637;77654;77637;77653;171;0
@Si;1;20251202;094200;77653;77660;77653;77660;21;0
@Si;1;20251202;094300;77662;77667;77660;77667;57;0
@Si;1;20251202;094400;77668;77696;77661;77690;206;0
@Si;1;20251202;094500;77695;77695;77669;77677;330;0
@Si;1;20251202;094600;77687;77700;77687;77699;141;0
@Si;1;20251202;094700;77699;77720;77697;77707;229;0
@Si;1;20251202;094800;77699;77699;77637;77654;455;0
@Si;1;20251202;094900;77653;77662;77651;77657;85;0
@Si;1;20251202;095000;77662;77662;77643;77646;133;0
@Si;1;20251202;095100;77646;77658;77646;77658;28;0
@Si;1;20251202;095200;77659;77687;77657;77686;142;0
@Si;1;20251202;095300;77686;77695;77686;77694;37;0
@Si;1;20251202;095400;77694;77720;77694;77720;63;0
@Si;1;20251202;095500;77719;77719;77666;77678;325;0
@Si;1;20251202;095600;77677;77679;77666;77666;53;0
@Si;1;20251202;095700;77661;77672;77659;77672;35;0
@Si;1;20251202;095800;77671;77697;77671;77683;539;0
@Si;1;20251202;095900;77677;77700;77643;77667;892;0
@Si;1;20251202;100000;77666;77716;77590;77651;4050;0
@Si;1;20251202;100100;77656;77678;77618;77628;1727;0
@Si;1;20251202;100200;77634;77660;77620;77638;720;0
@Si;1;20251202;100300;77635;77636;77566;77606;1182;0
@Si;1;20251202;100400;77607;77649;77597;77600;2293;0
@Si;1;20251202;100500;77600;77600;77514;77552;3503;0
@Si;1;20251202;100600;77551;77558;77533;77540;824;0
@Si;1;20251202;100700;77542;77556;77520;77536;1507;0
@Si;1;20251202;100800;77534;77576;77534;77565;1507;0
@Si;1;20251202;100900;77566;77594;77559;77586;1182;0
@Si;1;20251202;101000;77584;77606;77564;77570;1335;0
@Si;1;20251202;101100;77571;77575;77560;77562;491;0
@Si;1;20251202;101200;77567;77600;77531;77582;2814;0
@Si;1;20251202;101300;77582;77587;77567;77574;528;0
@Si;1;20251202;101400;77577;77579;77556;77578;459;0
@Si;1;20251202;101500;77573;77582;77559;77559;442;0
@Si;1;20251202;101600;77559;77565;77541;77545;491;0
@Si;1;20251202;101700;77545;77580;77531;77563;884;0
@Si;1;20251202;101800;77567;77624;77559;77621;1791;0
@Si;1;20251202;101900;77620;77634;77593;77599;1248;0
@Si;1;20251202;102000;77598;77615;77592;77606;633;0
@Si;1;20251202;102100;77605;77690;77592;77617;2786;0
@Si;1;20251202;102200;77613;77630;77600;77626;651;0
@Si;1;20251202;102300;77624;77675;77624;77654;706;0
@Si;1;20251202;102400;77656;77688;77649;77655;713;0
@Si;1;20251202;102500;77655;77679;77642;77655;708;0
@Si;1;20251202;102600;77655;77671;77655;77669;303;0
@Si;1;20251202;102700;77663;77699;77663;77696;925;0
@Si;1;20251202;102800;77695;77699;77670;77675;1090;0
@Si;1;20251202;102900;77668;77687;77668;77681;433;0
@Si;1;20251202;103000;77681;77690;77681;77685;521;0
@Si;1;20251202;103100;77684;77686;77661;77661;776;0
@Si;1;20251202;103200;77662;77680;77660;77674;359;0
@Si;1;20251202;103300;77674;77688;77674;77687;105;0
@Si;1;20251202;103400;77686;77688;77676;77680;385;0
@Si;1;20251202;103500;77678;77678;77663;77665;843;0
@Si;1;20251202;103600;77667;77670;77660;77666;2621;0
@Si;1;20251202;103700;77666;77715;77666;77690;7271;0
@Si;1;20251202;103800;77691;77692;77672;77673;574;0
@Si;1;20251202;103900;77678;77695;77678;77686;563;0
@Si;1;20251202;104000;77685;77743;77684;77707;2343;0
@Si;1;20251202;104100;77707;77747;77703;77743;1036;0
@Si;1;20251202;104200;77746;77763;77732;77740;2076;0
@Si;1;20251202;104300;77745;77760;77736;77739;639;0
@Si;1;20251202;104400;77738;77741;77725;77726;257;0
@Si;1;20251202;104500;77725;77765;77725;77758;919;0
@Si;1;20251202;104600;77754;77761;77751;77752;633;0
@Si;1;20251202;104700;77751;77779;77751;77772;804;0
@Si;1;20251202;104800;77776;77782;77771;77771;503;0
@Si;1;20251202;104900;77770;77772;77737;77743;986;0
@Si;1;20251202;105000;77746;77759;77741;77748;731;0
@Si;1;20251202;105100;77753;77771;77747;77763;348;0
@Si;1;20251202;105200;77764;77785;77764;77776;849;0
@Si;1;20251202;105300;77775;77779;77772;77774;395;0
@Si;1;20251202;105400;77774;77775;77771;77775;1062;0
@Si;1;20251202;105500;77774;77793;77774;77793;1262;0
@Si;1;20251202;105600;77792;77800;77792;77799;2090;0
@Si;1;20251202;105700;77800;77800;77798;77800;488;0
@Si;1;20251202;105800;77798;77800;77789;77789;2030;0
@Si;1;20251202;105900;77789;77789;77747;77747;1211;0
@Si;1;20251202;110000;77748;77769;77727;77731;1065;0
@Si;1;20251202;110100;77731;77732;77710;77723;591;0
@Si;1;20251202;110200;77719;77751;77703;77751;1766;0
@Si;1;20251202;110300;77752;77785;77752;77781;1013;0
@Si;1;20251202;110400;77781;77781;77759;77759;1170;0
@Si;1;20251202;110500;77759;77768;77759;77766;1107;0
@Si;1;20251202;110600;77766;77781;77762;77777;803;0
@Si;1;20251202;110700;77776;77782;77775;77780;155;0
@Si;1;20251202;110800;77780;77794;77777;77786;348;0
@Si;1;20251202;110900;77786;77791;77781;77781;529;0
@Si;1;20251202;111000;77780;77790;77771;77771;365;0
@Si;1;20251202;111100;77771;77824;77771;77824;1507;0
@Si;1;20251202;111200;77822;77831;77790;77790;1886;0
@Si;1;20251202;111300;77793;77815;77784;77804;741;0
@Si;1;20251202;111400;77805;77807;77796;77802;283;0
@Si;1;20251202;111500;77803;77823;77789;77789;1337;0
@Si;1;20251202;111600;77789;77795;77780;77783;412;0
@Si;1;20251202;111700;77783;77798;77783;77785;442;0
@Si;1;20251202;111800;77786;77786;77760;77768;2415;0
@Si;1;20251202;111900;77770;77775;77761;77775;504;0
@Si;1;20251202;112000;77775;77782;77760;77760;1497;0
@Si;1;20251202;112100;77760;77773;77760;77761;8390;0
@Si;1;20251202;112200;77763;77775;77760;77761;4488;0
@Si;1;20251202;112300;77761;77769;77760;77760;2533;0
@Si;1;20251202;112400;77761;77761;77709;77716;4056;0
@Si;1;20251202;112500;77715;77716;77700;77713;3211;0
@Si;1;20251202;112600;77714;77741;77710;77734;3030;0
@Si;1;20251202;112700;77734;77742;77725;77731;1033;0
@Si;1;20251202;112800;77732;77735;77726;77727;161;0
@Si;1;20251202;112900;77726;77747;77724;77747;1419;0
@Si;1;20251202;113000;77746;77752;77741;77747;683;0
@Si;1;20251202;113100;77751;77756;77745;77745;468;0
@Si;1;20251202;113200;77744;77744;77721;77721;2390;0
@Si;1;20251202;113300;77721;77722;77716;77719;633;0
@Si;1;20251202;113400;77718;77719;77714;77714;279;0
@Si;1;20251202;113500;77714;77728;77713;77723;1248;0
@Si;1;20251202;113600;77722;77735;77722;77734;435;0
@Si;1;20251202;113700;77732;77733;77729;77733;48;0
@Si;1;20251202;113800;77734;77734;77723;77724;203;0
@Si;1;20251202;113900;77724;77724;77718;77718;504;0
@Si;1;20251202;114000;77718;77718;77717;77717;799;0
@Si;1;20251202;114100;77717;77731;77714;77731;1439;0
@Si;1;20251202;114200;77731;77755;77731;77745;985;0
@Si;1;20251202;114300;77742;77748;77725;77730;941;0
@Si;1;20251202;114400;77729;77731;77729;77729;49;0
@Si;1;20251202;114500;77730;77735;77720;77720;1731;0
@Si;1;20251202;114600;77720;77724;77720;77724;715;0
@Si;1;20251202;114700;77723;77724;77723;77723;25;0
@Si;1;20251202;114800;77723;77723;77720;77720;3441;0
@Si;1;20251202;114900;77721;77751;77720;77734;1082;0
@Si;1;20251202;115000;77734;77736;77723;77736;493;0
@Si;1;20251202;115100;77736;77736;77734;77734;132;0
@Si;1;20251202;115200;77735;77736;77735;77736;103;0
@Si;1;20251202;115300;77735;77736;77728;77729;137;0
@Si;1;20251202;115400;77728;77738;77726;77735;342;0
@Si;1;20251202;115500;77733;77760;77730;77755;913;0
@Si;1;20251202;115600;77752;77763;77739;77739;579;0
@Si;1;20251202;115700;77744;77752;77740;77743;255;0
@Si;1;20251202;115800;77743;77745;77727;77727;322;0
@Si;1;20251202;115900;77728;77729;77720;77726;1557;0
@Si;1;20251202;120000;77728;77729;77721;77729;2819;0
@Si;1;20251202;120100;77728;77729;77700;77721;5400;0
@Si;1;20251202;120200;77718;77723;77718;77719;220;0
@Si;1;20251202;120300;77718;77718;77702;77710;271;0
@Si;1;20251202;120400;77709;77724;77700;77713;4887;0
@Si;1;20251202;120500;77711;77711;77700;77700;3474;0
@Si;1;20251202;120600;77701;77713;77700;77709;1042;0
@Si;1;20251202;120700;77708;77710;77706;77706;93;0
@Si;1;20251202;120800;77706;77710;77700;77700;136;0
@Si;1;20251202;120900;77703;77703;77700;77703;492;0
@Si;1;20251202;121000;77703;77704;77701;77702;220;0
@Si;1;20251202;121100;77701;77717;77700;77710;1619;0
@Si;1;20251202;121200;77706;77711;77700;77702;784;0
@Si;1;20251202;121300;77701;77709;77700;77709;257;0
@Si;1;20251202;121400;77707;77707;77700;77700;270;0
@Si;1;20251202;121500;77700;77714;77700;77705;210;0
@Si;1;20251202;121600;77710;77727;77704;77725;1456;0
@Si;1;20251202;121700;77724;77739;77724;77730;558;0
@Si;1;20251202;121800;77728;77728;77713;77714;642;0
@Si;1;20251202;121900;77714;77714;77704;77711;441;0
@Si;1;20251202;122000;77714;77714;77709;77713;244;0
@Si;1;20251202;122100;77714;77718;77710;77715;186;0
@Si;1;20251202;122200;77718;77719;77709;77719;244;0
@Si;1;20251202;122300;77718;77722;77709;77722;1020;0
@Si;1;20251202;122400;77722;77729;77711;77727;331;0
@Si;1;20251202;122500;77727;77737;77711;77712;659;0
@Si;1;20251202;122600;77716;77730;77704;77714;892;0
@Si;1;20251202;122700;77710;77719;77703;77710;688;0
@Si;1;20251202;122800;77715;77721;77708;77717;1076;0
@Si;1;20251202;122900;77715;77724;77704;77714;653;0
@Si;1;20251202;123000;77716;77720;77707;77716;769;0
@Si;1;20251202;123100;77717;77724;77717;77718;236;0
@Si;1;20251202;123200;77718;77718;77703;77712;1771;0
@Si;1;20251202;123300;77713;77714;77704;77713;365;0
@Si;1;20251202;123400;77713;77715;77703;77705;574;0
@Si;1;20251202;123500;77704;77710;77704;77708;328;0
@Si;1;20251202;123600;77705;77709;77703;77707;302;0
@Si;1;20251202;123700;77706;77715;77705;77714;368;0
@Si;1;20251202;123800;77715;77740;77715;77740;1613;0
@Si;1;20251202;123900;77733;77741;77724;77730;720;0
@Si;1;20251202;124000;77730;77746;77726;77732;1396;0
@Si;1;20251202;124100;77732;77732;77726;77728;312;0
@Si;1;20251202;124200;77727;77745;77719;77722;1400;0
@Si;1;20251202;124300;77723;77741;77723;77730;2943;0
@Si;1;20251202;124400;77730;77730;77718;77725;663;0
@Si;1;20251202;124500;77726;77734;77725;77730;2366;0
@Si;1;20251202;124600;77732;77750;77731;77749;557;0
@Si;1;20251202;124700;77746;77749;77740;77740;51;0
